date,prov,type,diag,testby,year,month
8/11/2023,เพชรบุรี,dog,not_done,NA,2023,8
8/11/2023,เพชรบุรี,dog,not_done,NA,2023,8
8/11/2023,เพชรบุรี,rodent,not_done,NA,2023,8
8/10/2023,ชลบุรี,dog,positive,FA,2023,8
8/10/2023,นครพนม,dog,not_done,NA,2023,8
8/10/2023,นครพนม,dog,not_done,NA,2023,8
8/10/2023,นครพนม,dog,not_done,NA,2023,8
8/10/2023,นครพนม,dog,not_done,NA,2023,8
8/10/2023,นครพนม,dog,not_done,NA,2023,8
8/10/2023,นครพนม,dog,not_done,NA,2023,8
8/10/2023,นครพนม,dog,not_done,NA,2023,8
8/10/2023,เชียงใหม่,dog,not_done,NA,2023,8
8/10/2023,เชียงใหม่,dog,not_done,NA,2023,8
8/10/2023,เชียงใหม่,dog,not_done,NA,2023,8
8/10/2023,เชียงใหม่,dog,not_done,NA,2023,8
8/10/2023,นครพนม,rodent,not_done,NA,2023,8
8/9/2023,เชียงใหม่,cat,not_done,NA,2023,8
8/9/2023,เชียงใหม่,cat,not_done,NA,2023,8
8/9/2023,พระนครศรีอยุธยา,dog,not_done,NA,2023,8
8/8/2023,เพชรบุรี,cat,negative,FA,2023,8
8/8/2023,สระบุรี,dog,negative,FA,2023,8
8/8/2023,เพชรบุรี,dog,negative,FA,2023,8
8/8/2023,เพชรบุรี,dog,negative,FA,2023,8
8/8/2023,เพชรบุรี,dog,negative,FA,2023,8
8/7/2023,สระบุรี,dog,negative,FA,2023,8
8/7/2023,สระบุรี,dog,negative,FA,2023,8
8/7/2023,สระบุรี,dog,negative,FA,2023,8
8/7/2023,สระบุรี,dog,negative,FA,2023,8
8/7/2023,สระบุรี,dog,negative,FA,2023,8
8/7/2023,สระบุรี,dog,negative,FA,2023,8
8/7/2023,สระบุรี,dog,negative,FA,2023,8
8/7/2023,อำนาจเจริญ,dog,negative,FA,2023,8
8/7/2023,อำนาจเจริญ,dog,negative,FA,2023,8
8/7/2023,อำนาจเจริญ,dog,negative,FA,2023,8
8/7/2023,อำนาจเจริญ,dog,negative,FA,2023,8
8/7/2023,อำนาจเจริญ,dog,negative,FA,2023,8
8/7/2023,อำนาจเจริญ,dog,negative,FA,2023,8
8/7/2023,อำนาจเจริญ,dog,negative,FA,2023,8
8/7/2023,อำนาจเจริญ,dog,negative,FA,2023,8
8/7/2023,อำนาจเจริญ,dog,negative,FA,2023,8
8/7/2023,อำนาจเจริญ,dog,negative,FA,2023,8
8/7/2023,อำนาจเจริญ,dog,negative,FA,2023,8
8/7/2023,ราชบุรี,dog,positive,Other,2023,8
8/7/2023,บุรีรัมย์,dog,positive,FA,2023,8
8/7/2023,ปัตตานี,cat,not_done,NA,2023,8
8/7/2023,ปัตตานี,cat,not_done,NA,2023,8
8/7/2023,ปัตตานี,cat,not_done,NA,2023,8
8/7/2023,ปัตตานี,cat,not_done,NA,2023,8
8/7/2023,ปัตตานี,cat,not_done,NA,2023,8
8/7/2023,พังงา,cat,not_done,NA,2023,8
8/7/2023,ปัตตานี,dog,not_done,NA,2023,8
8/7/2023,ปัตตานี,dog,not_done,NA,2023,8
8/7/2023,ปัตตานี,dog,not_done,NA,2023,8
8/7/2023,ปัตตานี,dog,not_done,NA,2023,8
8/7/2023,พังงา,dog,not_done,NA,2023,8
8/4/2023,สุรินทร์,dog,negative,FA,2023,8
8/4/2023,ปราจีนบุรี,dog,negative,FA,2023,8
8/4/2023,ปราจีนบุรี,dog,negative,FA,2023,8
8/4/2023,ปราจีนบุรี,dog,negative,FA,2023,8
8/4/2023,ปราจีนบุรี,dog,negative,FA,2023,8
8/4/2023,ปราจีนบุรี,dog,negative,FA,2023,8
8/4/2023,ปราจีนบุรี,dog,negative,FA,2023,8
8/4/2023,ปราจีนบุรี,dog,negative,FA,2023,8
8/4/2023,ปราจีนบุรี,dog,negative,FA,2023,8
8/4/2023,ปราจีนบุรี,dog,negative,FA,2023,8
8/4/2023,ปราจีนบุรี,dog,negative,FA,2023,8
8/4/2023,ปราจีนบุรี,dog,negative,FA,2023,8
8/3/2023,เพชรบูรณ์,cat,negative,FA,2023,8
8/3/2023,เพชรบูรณ์,cat,negative,FA,2023,8
8/3/2023,ประจวบคีรีขันธ์,dog,negative,FA,2023,8
8/3/2023,เพชรบูรณ์,dog,negative,FA,2023,8
8/3/2023,สงขลา,dog,positive,FA,2023,8
8/2/2023,สมุทรสาคร,dog,negative,FA,2023,8
8/1/2023,สระบุรี,cat,negative,FA,2023,8
8/1/2023,สระบุรี,cat,negative,FA,2023,8
7/27/2023,สุรินทร์,cat,negative,FA,2023,7
7/27/2023,บุรีรัมย์,cat,negative,FA,2023,7
7/27/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/27/2023,ชลบุรี,dog,positive,FA,2023,7
7/27/2023,บุรีรัมย์,dog,positive,FA,2023,7
7/26/2023,สระแก้ว,cat,negative,FA,2023,7
7/26/2023,สระแก้ว,cat,negative,FA,2023,7
7/26/2023,สระแก้ว,cat,negative,FA,2023,7
7/26/2023,สระแก้ว,cat,negative,FA,2023,7
7/26/2023,สระแก้ว,cat,negative,FA,2023,7
7/26/2023,สระแก้ว,cat,negative,FA,2023,7
7/26/2023,สระแก้ว,cat,negative,FA,2023,7
7/26/2023,พิจิตร,cat,negative,FA,2023,7
7/26/2023,อุบลราชธานี,cat,negative,FA,2023,7
7/26/2023,สระแก้ว,dog,negative,FA,2023,7
7/26/2023,สระแก้ว,dog,negative,FA,2023,7
7/26/2023,สระแก้ว,dog,negative,FA,2023,7
7/26/2023,สระแก้ว,dog,negative,FA,2023,7
7/26/2023,ศรีสะเกษ,ruminant,negative,FA,2023,7
7/26/2023,อุบลราชธานี,ruminant,positive,FA,2023,7
7/25/2023,ระนอง,dog,negative,FA,2023,7
7/25/2023,ระนอง,dog,negative,FA,2023,7
7/25/2023,ระนอง,dog,negative,FA,2023,7
7/25/2023,ระนอง,dog,negative,FA,2023,7
7/25/2023,เพชรบุรี,dog,negative,FA,2023,7
7/25/2023,เพชรบุรี,dog,negative,FA,2023,7
7/25/2023,สุรินทร์,dog,negative,FA,2023,7
7/25/2023,เพชรบุรี,rodent,negative,FA,2023,7
7/25/2023,กรุงเทพมหานคร,dog,positive,FA,2023,7
7/25/2023,ภูเก็ต,cat,not_done,NA,2023,7
7/24/2023,พิจิตร,cat,negative,FA,2023,7
7/24/2023,พิจิตร,cat,negative,FA,2023,7
7/24/2023,พิจิตร,cat,negative,FA,2023,7
7/24/2023,พิจิตร,cat,negative,FA,2023,7
7/24/2023,ประจวบคีรีขันธ์,cat,negative,FA,2023,7
7/24/2023,พิจิตร,dog,negative,FA,2023,7
7/24/2023,พิจิตร,dog,negative,FA,2023,7
7/24/2023,พิจิตร,dog,negative,FA,2023,7
7/24/2023,พิจิตร,dog,negative,FA,2023,7
7/24/2023,พิจิตร,dog,negative,FA,2023,7
7/24/2023,พิจิตร,dog,negative,FA,2023,7
7/24/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/24/2023,อุบลราชธานี,cat,positive,FA,2023,7
7/24/2023,อุบลราชธานี,ruminant,positive,FA,2023,7
7/21/2023,เพชรบุรี,dog,negative,FA,2023,7
7/20/2023,สระบุรี,cat,negative,FA,2023,7
7/20/2023,สระบุรี,cat,negative,PCR,2023,7
7/20/2023,สระบุรี,cat,negative,FA,2023,7
7/20/2023,สระบุรี,cat,negative,FA,2023,7
7/20/2023,ลำพูน,cat,negative,Other,2023,7
7/20/2023,อุบลราชธานี,cat,negative,FA,2023,7
7/20/2023,หนองบัวลำภู,cat,negative,FA,2023,7
7/20/2023,สระบุรี,dog,negative,FA,2023,7
7/20/2023,เพชรบุรี,rodent,negative,FA,2023,7
7/20/2023,อุบลราชธานี,ruminant,positive,FA,2023,7
7/19/2023,ขอนแก่น,cat,negative,FA,2023,7
7/19/2023,สระบุรี,cat,negative,FA,2023,7
7/19/2023,สระบุรี,cat,negative,FA,2023,7
7/19/2023,สระบุรี,cat,negative,FA,2023,7
7/19/2023,ขอนแก่น,dog,negative,FA,2023,7
7/19/2023,มุกดาหาร,dog,negative,FA,2023,7
7/19/2023,นครนายก,dog,negative,FA,2023,7
7/19/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/19/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/18/2023,เพชรบูรณ์,cat,negative,FA,2023,7
7/18/2023,สตูล,dog,negative,FA,2023,7
7/18/2023,สตูล,dog,negative,FA,2023,7
7/18/2023,นครพนม,dog,negative,FA,2023,7
7/18/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/18/2023,อำนาจเจริญ,dog,negative,FA,2023,7
7/18/2023,อำนาจเจริญ,dog,negative,FA,2023,7
7/18/2023,อำนาจเจริญ,dog,negative,FA,2023,7
7/18/2023,อำนาจเจริญ,dog,negative,FA,2023,7
7/18/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/18/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/18/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/18/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/18/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/18/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/18/2023,เชียงใหม่,rodent,negative,FA,2023,7
7/18/2023,เชียงใหม่,rodent,negative,FA,2023,7
7/18/2023,เชียงใหม่,rodent,negative,FA,2023,7
7/18/2023,เชียงใหม่,rodent,negative,FA,2023,7
7/17/2023,จันทบุรี,cat,negative,FA,2023,7
7/17/2023,จันทบุรี,cat,negative,FA,2023,7
7/17/2023,อุทัยธานี,cat,negative,FA,2023,7
7/17/2023,อุทัยธานี,cat,negative,FA,2023,7
7/17/2023,อุทัยธานี,cat,negative,FA,2023,7
7/17/2023,ประจวบคีรีขันธ์,cat,negative,FA,2023,7
7/17/2023,อำนาจเจริญ,cat,negative,FA,2023,7
7/17/2023,อำนาจเจริญ,cat,negative,FA,2023,7
7/17/2023,อำนาจเจริญ,cat,negative,FA,2023,7
7/17/2023,อำนาจเจริญ,cat,negative,FA,2023,7
7/17/2023,อำนาจเจริญ,cat,negative,FA,2023,7
7/17/2023,อำนาจเจริญ,cat,negative,FA,2023,7
7/17/2023,อำนาจเจริญ,cat,negative,FA,2023,7
7/17/2023,อำนาจเจริญ,cat,negative,FA,2023,7
7/17/2023,อุทัยธานี,dog,negative,FA,2023,7
7/17/2023,อุทัยธานี,dog,negative,FA,2023,7
7/17/2023,อุทัยธานี,dog,negative,FA,2023,7
7/17/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/17/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/17/2023,อำนาจเจริญ,dog,negative,FA,2023,7
7/17/2023,อำนาจเจริญ,dog,negative,FA,2023,7
7/17/2023,อำนาจเจริญ,dog,negative,FA,2023,7
7/17/2023,จันทบุรี,rodent,negative,FA,2023,7
7/17/2023,จันทบุรี,cat,positive,FA,2023,7
7/17/2023,อุบลราชธานี,ruminant,positive,FA,2023,7
7/17/2023,เชียงใหม่,cat,not_done,NA,2023,7
7/17/2023,เชียงใหม่,cat,not_done,NA,2023,7
7/17/2023,เชียงใหม่,cat,not_done,NA,2023,7
7/17/2023,เชียงใหม่,cat,not_done,NA,2023,7
7/17/2023,เชียงใหม่,dog,not_done,NA,2023,7
7/17/2023,เชียงใหม่,dog,not_done,NA,2023,7
7/17/2023,เชียงใหม่,dog,not_done,NA,2023,7
7/17/2023,เชียงใหม่,dog,not_done,NA,2023,7
7/17/2023,เชียงใหม่,dog,not_done,NA,2023,7
7/14/2023,พระนครศรีอยุธยา,cat,negative,FA,2023,7
7/14/2023,พระนครศรีอยุธยา,cat,negative,FA,2023,7
7/14/2023,เพชรบุรี,cat,negative,FA,2023,7
7/14/2023,เพชรบุรี,cat,negative,FA,2023,7
7/14/2023,เพชรบุรี,cat,negative,FA,2023,7
7/14/2023,เพชรบุรี,dog,negative,FA,2023,7
7/14/2023,เพชรบุรี,dog,negative,FA,2023,7
7/14/2023,สุรินทร์,cat,positive,FA,2023,7
7/13/2023,สระบุรี,cat,negative,FA,2023,7
7/13/2023,สระบุรี,cat,negative,FA,2023,7
7/13/2023,สระบุรี,dog,negative,FA,2023,7
7/13/2023,สุรินทร์,dog,negative,FA,2023,7
7/13/2023,สุรินทร์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,cat,negative,FA,2023,7
7/12/2023,บุรีรัมย์,cat,negative,FA,2023,7
7/12/2023,บุรีรัมย์,cat,negative,FA,2023,7
7/12/2023,บุรีรัมย์,cat,negative,FA,2023,7
7/12/2023,บุรีรัมย์,cat,negative,FA,2023,7
7/12/2023,บุรีรัมย์,cat,negative,FA,2023,7
7/12/2023,อุบลราชธานี,cat,negative,FA,2023,7
7/12/2023,อุบลราชธานี,cat,negative,FA,2023,7
7/12/2023,อุดรธานี,dog,negative,FA,2023,7
7/12/2023,กรุงเทพมหานคร,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,dog,negative,FA,2023,7
7/12/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/12/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/12/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/12/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/12/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/12/2023,บุรีรัมย์,rodent,negative,FA,2023,7
7/12/2023,อุบลราชธานี,dog,positive,FA,2023,7
7/12/2023,สุรินทร์,ruminant,positive,FA,2023,7
7/12/2023,อุบลราชธานี,ruminant,positive,FA,2023,7
7/11/2023,อุบลราชธานี,cat,negative,FA,2023,7
7/11/2023,พะเยา,cat,negative,FA,2023,7
7/11/2023,สระบุรี,dog,negative,FA,2023,7
7/11/2023,สระบุรี,dog,negative,FA,2023,7
7/11/2023,สระบุรี,dog,negative,FA,2023,7
7/11/2023,สระบุรี,dog,negative,FA,2023,7
7/11/2023,สระบุรี,dog,negative,FA,2023,7
7/11/2023,สระบุรี,dog,negative,FA,2023,7
7/11/2023,สระบุรี,dog,negative,FA,2023,7
7/11/2023,สระบุรี,dog,negative,FA,2023,7
7/11/2023,นครพนม,dog,negative,FA,2023,7
7/11/2023,นครพนม,dog,negative,FA,2023,7
7/11/2023,นครพนม,dog,negative,FA,2023,7
7/11/2023,นครพนม,rodent,negative,FA,2023,7
7/11/2023,นครพนม,rodent,negative,FA,2023,7
7/11/2023,กรุงเทพมหานคร,dog,positive,FA,2023,7
7/11/2023,สุรินทร์,dog,positive,FA,2023,7
7/10/2023,ลำปาง,cat,negative,FA,2023,7
7/10/2023,สระแก้ว,cat,negative,FA,2023,7
7/10/2023,สระแก้ว,cat,negative,FA,2023,7
7/10/2023,สระแก้ว,cat,negative,FA,2023,7
7/10/2023,สระแก้ว,cat,negative,FA,2023,7
7/10/2023,สระบุรี,cat,negative,FA,2023,7
7/10/2023,ประจวบคีรีขันธ์,cat,negative,FA,2023,7
7/10/2023,ศรีสะเกษ,dog,negative,FA,2023,7
7/10/2023,ศรีสะเกษ,dog,negative,FA,2023,7
7/10/2023,ศรีสะเกษ,dog,negative,FA,2023,7
7/10/2023,ศรีสะเกษ,dog,negative,FA,2023,7
7/10/2023,NA,dog,negative,FA,2023,7
7/10/2023,ศรีสะเกษ,dog,negative,FA,2023,7
7/10/2023,สระแก้ว,dog,negative,FA,2023,7
7/10/2023,ประจวบคีรีขันธ์,dog,negative,FA,2023,7
7/10/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/10/2023,ศรีสะเกษ,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,นครสวรรค์,rodent,negative,FA,2023,7
7/10/2023,ฉะเชิงเทรา,dog,positive,FA,2023,7
7/10/2023,สระแก้ว,dog,positive,FA,2023,7
7/10/2023,สระแก้ว,dog,positive,FA,2023,7
7/10/2023,อุบลราชธานี,ruminant,positive,FA,2023,7
7/9/2023,สมุทรสงคราม,rodent,negative,FA,2023,7
7/8/2023,ตรัง,dog,negative,FA,2023,7
7/7/2023,นครศรีธรรมราช,cat,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,cat,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,cat,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,cat,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,cat,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,cat,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,cat,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,cat,negative,PCR,2023,7
7/7/2023,สงขลา,cat,negative,FA,2023,7
7/7/2023,พระนครศรีอยุธยา,cat,negative,FA,2023,7
7/7/2023,พระนครศรีอยุธยา,cat,negative,FA,2023,7
7/7/2023,พระนครศรีอยุธยา,cat,negative,FA,2023,7
7/7/2023,พระนครศรีอยุธยา,cat,negative,FA,2023,7
7/7/2023,พระนครศรีอยุธยา,cat,negative,FA,2023,7
7/7/2023,พระนครศรีอยุธยา,cat,negative,FA,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,นครศรีธรรมราช,dog,negative,PCR,2023,7
7/7/2023,ตรัง,dog,negative,FA,2023,7
7/7/2023,นครศรีธรรมราช,rodent,negative,PCR,2023,7
7/7/2023,สงขลา,dog,positive,FA,2023,7
7/7/2023,ยโสธร,dog,positive,FA,2023,7
7/6/2023,ตาก,cat,negative,FA,2023,7
7/6/2023,ตาก,cat,negative,FA,2023,7
7/6/2023,ตาก,cat,negative,FA,2023,7
7/6/2023,ตาก,cat,negative,FA,2023,7
7/6/2023,ตาก,cat,negative,FA,2023,7
7/6/2023,ตาก,cat,negative,FA,2023,7
7/6/2023,ตรัง,dog,negative,FA,2023,7
7/6/2023,ตรัง,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,ตาก,dog,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,สระบุรี,rodent,negative,FA,2023,7
7/6/2023,ตาก,rodent,negative,FA,2023,7
7/6/2023,ตาก,rodent,negative,FA,2023,7
7/6/2023,ตาก,rodent,negative,FA,2023,7
7/6/2023,ตาก,rodent,negative,FA,2023,7
7/6/2023,ตาก,rodent,negative,FA,2023,7
7/6/2023,ยโสธร,dog,positive,FA,2023,7
7/6/2023,อุบลราชธานี,dog,positive,FA,2023,7
7/6/2023,อุบลราชธานี,ruminant,positive,FA,2023,7
7/5/2023,ขอนแก่น,cat,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,สุรินทร์,dog,negative,FA,2023,7
7/5/2023,ขอนแก่น,dog,negative,FA,2023,7
7/5/2023,นครนายก,dog,negative,FA,2023,7
7/5/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/5/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/5/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/5/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/5/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/5/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/5/2023,อุบลราชธานี,dog,negative,FA,2023,7
7/5/2023,อุบลราชธานี,rodent,negative,FA,2023,7
7/5/2023,อุบลราชธานี,rodent,negative,FA,2023,7
7/5/2023,สระแก้ว,dog,positive,FA,2023,7
7/5/2023,ชลบุรี,dog,positive,FA,2023,7
7/4/2023,เพชรบูรณ์,cat,negative,FA,2023,7
7/4/2023,ตรัง,dog,negative,FA,2023,7
7/4/2023,กาญจนบุรี,dog,negative,FA,2023,7
7/4/2023,กาญจนบุรี,rodent,negative,FA,2023,7
7/4/2023,กาญจนบุรี,rodent,negative,FA,2023,7
7/4/2023,กาญจนบุรี,rodent,negative,FA,2023,7
7/4/2023,กาญจนบุรี,rodent,negative,FA,2023,7
7/4/2023,กาญจนบุรี,rodent,negative,FA,2023,7
7/4/2023,กาญจนบุรี,rodent,negative,FA,2023,7
7/4/2023,กาญจนบุรี,rodent,not_done,NA,2023,7
7/3/2023,สระบุรี,cat,negative,FA,2023,7
7/3/2023,สระบุรี,cat,negative,FA,2023,7
7/3/2023,สระบุรี,cat,negative,FA,2023,7
7/3/2023,สระบุรี,cat,negative,FA,2023,7
7/3/2023,สระบุรี,cat,negative,FA,2023,7
7/3/2023,ศรีสะเกษ,cat,negative,FA,2023,7
7/3/2023,ศรีสะเกษ,cat,negative,FA,2023,7
7/3/2023,ศรีสะเกษ,cat,negative,FA,2023,7
7/3/2023,ศรีสะเกษ,cat,negative,FA,2023,7
7/3/2023,ศรีสะเกษ,cat,negative,FA,2023,7
7/3/2023,เชียงใหม่,cat,negative,FA,2023,7
7/3/2023,เชียงใหม่,cat,negative,FA,2023,7
7/3/2023,เชียงใหม่,cat,negative,FA,2023,7
7/3/2023,สุรินทร์,dog,negative,FA,2023,7
7/3/2023,สุรินทร์,dog,negative,FA,2023,7
7/3/2023,สุรินทร์,dog,negative,FA,2023,7
7/3/2023,สุรินทร์,dog,negative,FA,2023,7
7/3/2023,สุรินทร์,dog,negative,FA,2023,7
7/3/2023,ศรีสะเกษ,dog,negative,FA,2023,7
7/3/2023,ศรีสะเกษ,dog,negative,FA,2023,7
7/3/2023,เชียงใหม่,dog,negative,FA,2023,7
7/3/2023,เชียงใหม่,dog,negative,FA,2023,7
7/3/2023,เชียงใหม่,dog,negative,FA,2023,7
7/3/2023,ศรีสะเกษ,rodent,negative,FA,2023,7
7/3/2023,ศรีสะเกษ,rodent,negative,FA,2023,7
7/3/2023,ศรีสะเกษ,rodent,negative,FA,2023,7
6/30/2023,พิจิตร,cat,negative,FA,2023,6
6/30/2023,พิจิตร,dog,negative,FA,2023,6
6/30/2023,พิจิตร,dog,negative,FA,2023,6
6/30/2023,เพชรบุรี,dog,negative,Other,2023,6
6/30/2023,พระนครศรีอยุธยา,dog,negative,PCR,2023,6
6/30/2023,ชลบุรี,dog,positive,FA,2023,6
6/29/2023,เชียงใหม่,cat,negative,FA,2023,6
6/29/2023,ขอนแก่น,cat,negative,FA,2023,6
6/29/2023,ขอนแก่น,cat,negative,FA,2023,6
6/29/2023,อุบลราชธานี,cat,negative,FA,2023,6
6/29/2023,อุบลราชธานี,cat,negative,FA,2023,6
6/29/2023,พระนครศรีอยุธยา,cat,negative,PCR,2023,6
6/29/2023,พระนครศรีอยุธยา,cat,negative,PCR,2023,6
6/29/2023,พระนครศรีอยุธยา,cat,negative,PCR,2023,6
6/29/2023,พระนครศรีอยุธยา,cat,negative,PCR,2023,6
6/29/2023,พระนครศรีอยุธยา,cat,negative,PCR,2023,6
