prov,date,type,gender,diag,year,month
ร้อยเอ็ด,1/25/2023,Dog,female,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Dog,male,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Dog,female,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Dog,female,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Dog,female,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Dog,female,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Dog,female,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Dog,male,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Dog,female,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Dog,male,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Dog,female,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Cat,female,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Cat,female,Negative,2023,1
ร้อยเอ็ด,1/25/2023,Cat,male,Negative,2023,1
มหาสารคาม,1/24/2023,Dog,male,Negative,2023,1
ขอนแก่น,1/24/2023,Dog,female,Negative,2023,1
ขอนแก่น,1/24/2023,Dog,male,Negative,2023,1
ขอนแก่น,1/24/2023,Dog,female,Negative,2023,1
ขอนแก่น,1/24/2023,Dog,male,Negative,2023,1
ขอนแก่น,1/24/2023,Dog,female,Negative,2023,1
ขอนแก่น,1/24/2023,Dog,female,Negative,2023,1
ขอนแก่น,1/24/2023,Dog,male,Negative,2023,1
นครพนม,1/24/2023,Dog,female,Negative,2023,1
นครพนม,1/24/2023,Dog,male,Negative,2023,1
หนองคาย,1/23/2023,Rodent,male,Negative,2023,1
หนองคาย,1/22/2023,Rodent,male,Negative,2023,1
หนองคาย,1/22/2023,Dog,female,Negative,2023,1
หนองคาย,1/22/2023,Dog,male,Negative,2023,1
หนองคาย,1/22/2023,Cat,female,Negative,2023,1
หนองคาย,1/22/2023,Rodent,male,Negative,2023,1
หนองคาย,1/22/2023,Dog,male,Negative,2023,1
หนองบัวลำภู,1/20/2023,Cat,female,Negative,2023,1
หนองบัวลำภู,1/20/2023,Cat,female,Negative,2023,1
หนองบัวลำภู,1/20/2023,Cat,male,Negative,2023,1
หนองบัวลำภู,1/20/2023,Cat,female,Negative,2023,1
หนองบัวลำภู,1/20/2023,Cat,female,Negative,2023,1
หนองบัวลำภู,1/20/2023,Dog,female,Negative,2023,1
นครพนม,1/20/2023,Dog,female,Negative,2023,1
นครพนม,1/20/2023,Dog,male,Negative,2023,1
สกลนคร,1/19/2023,Dog,male,Negative,2023,1
สกลนคร,1/19/2023,Dog,female,Negative,2023,1
สกลนคร,1/19/2023,Dog,male,Negative,2023,1
สกลนคร,1/19/2023,Dog,female,Negative,2023,1
นครพนม,1/19/2023,Dog,female,Negative,2023,1
นครพนม,1/19/2023,Dog,male,Negative,2023,1
นครพนม,1/19/2023,Dog,male,Negative,2023,1
หนองบัวลำภู,1/18/2023,Dog,female,Negative,2023,1
ร้อยเอ็ด,1/18/2023,Dog,male,Negative,2023,1
ร้อยเอ็ด,1/18/2023,Dog,male,Negative,2023,1
ร้อยเอ็ด,1/18/2023,Dog,female,Negative,2023,1
ร้อยเอ็ด,1/18/2023,Dog,male,Negative,2023,1
ร้อยเอ็ด,1/18/2023,Dog,female,Negative,2023,1
ร้อยเอ็ด,1/18/2023,Dog,male,Negative,2023,1
กาฬสินธุ์,1/17/2023,Dog,male,Negative,2023,1
กาฬสินธุ์,1/17/2023,Dog,female,Negative,2023,1
กาฬสินธุ์,1/17/2023,Dog,female,Negative,2023,1
ขอนแก่น,1/17/2023,Dog,female,Negative,2023,1
ขอนแก่น,1/17/2023,Dog,female,Negative,2023,1
ขอนแก่น,1/17/2023,Dog,male,Negative,2023,1
ขอนแก่น,1/17/2023,Dog,female,Negative,2023,1
กาฬสินธุ์,1/16/2023,Dog,male,Negative,2023,1
กาฬสินธุ์,1/16/2023,Dog,male,Negative,2023,1
กาฬสินธุ์,1/16/2023,Dog,female,Negative,2023,1
กาฬสินธุ์,1/16/2023,Dog,female,Negative,2023,1
กาฬสินธุ์,1/16/2023,Dog,female,Negative,2023,1
กาฬสินธุ์,1/16/2023,Dog,female,Negative,2023,1
นครพนม,1/16/2023,Dog,male,Positive,2023,1
นครพนม,1/12/2023,Dog,male,Negative,2023,1
ขอนแก่น,1/10/2023,Dog,male,Negative,2023,1
ขอนแก่น,1/10/2023,Cat,female,Negative,2023,1
ขอนแก่น,1/10/2023,Dog,male,Negative,2023,1
ขอนแก่น,1/10/2023,Dog,female,Negative,2023,1
นครพนม,1/10/2023,Dog,male,Negative,2023,1
นครพนม,1/10/2023,Dog,male,Negative,2023,1
นครพนม,1/10/2023,Dog,female,Negative,2023,1
นครพนม,1/10/2023,Dog,female,Negative,2023,1
นครพนม,1/10/2023,Dog,male,Negative,2023,1
นครพนม,1/10/2023,Dog,female,Negative,2023,1
ขอนแก่น,1/9/2023,Dog,male,Negative,2023,1
นครพนม,1/8/2023,Dog,female,Negative,2023,1
ขอนแก่น,1/6/2023,Cat,male,Negative,2023,1
ขอนแก่น,1/6/2023,Cat,female,Negative,2023,1
ขอนแก่น,1/6/2023,Dog,female,Negative,2023,1
ขอนแก่น,1/6/2023,Dog,male,Negative,2023,1
ขอนแก่น,1/6/2023,Dog,male,Negative,2023,1
ขอนแก่น,1/6/2023,Dog,female,Negative,2023,1
นครพนม,1/5/2023,Cat,male,Negative,2023,1
นครพนม,1/5/2023,Cat,female,Negative,2023,1
นครพนม,1/5/2023,Dog,female,Negative,2023,1
นครพนม,1/5/2023,Dog,male,Negative,2023,1
ขอนแก่น,1/3/2023,Dog,female,Negative,2023,1
ขอนแก่น,1/3/2023,Cat,female,Negative,2023,1
มหาสารคาม,12/28/2022,Dog,female,Negative,2022,12
มหาสารคาม,12/28/2022,Dog,male,Negative,2022,12
มหาสารคาม,12/28/2022,Dog,male,Negative,2022,12
มหาสารคาม,12/28/2022,Dog,male,Negative,2022,12
มหาสารคาม,12/28/2022,Dog,male,Negative,2022,12
ขอนแก่น,12/28/2022,Cat,female,Negative,2022,12
ขอนแก่น,12/28/2022,Dog,female,Negative,2022,12
หนองคาย,12/25/2022,Cat,female,Negative,2022,12
หนองคาย,12/23/2022,Dog,male,Negative,2022,12
หนองคาย,12/23/2022,Cat,female,Negative,2022,12
นครพนม,12/23/2022,Dog,female,Negative,2022,12
นครพนม,12/23/2022,Dog,male,Negative,2022,12
นครพนม,12/23/2022,Dog,male,Negative,2022,12
นครพนม,12/23/2022,Dog,male,Negative,2022,12
นครพนม,12/23/2022,Dog,male,Negative,2022,12
นครพนม,12/22/2022,Dog,female,Negative,2022,12
นครพนม,12/22/2022,Dog,male,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,male,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,female,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,female,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,female,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,female,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,female,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,male,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,male,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,male,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,male,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,female,Negative,2022,12
ขอนแก่น,12/21/2022,Cat,male,Negative,2022,12
ขอนแก่น,12/21/2022,Dog,female,Negative,2022,12
หนองคาย,12/19/2022,Cat,male,Negative,2022,12
มหาสารคาม,12/16/2022,Cat,male,Negative,2022,12
มหาสารคาม,12/16/2022,Cat,male,Negative,2022,12
มหาสารคาม,12/16/2022,Dog,male,Negative,2022,12
มหาสารคาม,12/16/2022,Dog,male,Negative,2022,12
มหาสารคาม,12/16/2022,Dog,male,Negative,2022,12
มหาสารคาม,12/16/2022,Dog,male,Negative,2022,12
ขอนแก่น,12/16/2022,Dog,female,Negative,2022,12
ขอนแก่น,12/16/2022,Dog,male,Negative,2022,12
นครพนม,12/16/2022,Rodent,male,Negative,2022,12
นครพนม,12/16/2022,Rodent,male,Negative,2022,12
นครพนม,12/16/2022,Dog,female,Negative,2022,12
นครพนม,12/16/2022,Dog,male,Negative,2022,12
นครพนม,12/14/2022,Dog,male,Negative,2022,12
นครพนม,12/14/2022,Dog,female,Negative,2022,12
ขอนแก่น,12/13/2022,Dog,male,Negative,2022,12
ขอนแก่น,12/13/2022,Dog,female,Negative,2022,12
ขอนแก่น,12/13/2022,Dog,male,Negative,2022,12
ขอนแก่น,12/13/2022,Dog,male,Negative,2022,12
ขอนแก่น,12/13/2022,Dog,female,Negative,2022,12
ขอนแก่น,12/13/2022,Dog,male,Negative,2022,12
มหาสารคาม,12/8/2022,Dog,male,Positive,2022,12
ขอนแก่น,12/2/2022,Dog,male,Negative,2022,12
ขอนแก่น,12/2/2022,Cat,male,Negative,2022,12
ขอนแก่น,11/22/2022,Dog,female,Negative,2022,11
ขอนแก่น,11/17/2022,Cat,male,Negative,2022,11
หนองบัวลำภู,11/14/2022,Dog,male,Positive,2022,11
หนองบัวลำภู,11/10/2022,Dog,male,Positive,2022,11
สกลนคร,11/9/2022,Cat,female,Negative,2022,11
สกลนคร,11/9/2022,Cat,female,Negative,2022,11
หนองบัวลำภู,11/4/2022,Dog,female,Positive,2022,11
ขอนแก่น,11/1/2022,Dog,female,Negative,2022,11
ขอนแก่น,11/1/2022,Dog,male,Negative,2022,11
ขอนแก่น,11/1/2022,Dog,male,Negative,2022,11
ขอนแก่น,11/1/2022,Dog,female,Negative,2022,11
ขอนแก่น,11/1/2022,Dog,female,Negative,2022,11
ขอนแก่น,10/18/2022,Dog,female,Negative,2022,10
ขอนแก่น,10/11/2022,Dog,female,Negative,2022,10
ขอนแก่น,10/11/2022,Dog,female,Negative,2022,10
ขอนแก่น,10/11/2022,Cat,male,Negative,2022,10
ขอนแก่น,10/11/2022,Dog,male,Negative,2022,10
ขอนแก่น,10/11/2022,Dog,male,Negative,2022,10
ขอนแก่น,10/11/2022,Dog,female,Negative,2022,10
ขอนแก่น,10/11/2022,Dog,female,Negative,2022,10
ขอนแก่น,10/11/2022,Cat,male,Negative,2022,10
ขอนแก่น,10/6/2022,Dog,male,Negative,2022,10
ขอนแก่น,10/6/2022,Dog,female,Negative,2022,10
มุกดาหาร,9/30/2022,Dog,male,Negative,2022,9
มุกดาหาร,9/21/2022,Dog,male,Negative,2022,9
มุกดาหาร,9/20/2022,Dog,male,Negative,2022,9
มุกดาหาร,9/20/2022,Dog,male,Negative,2022,9
ขอนแก่น,9/16/2022,Dog,male,Negative,2022,9
ขอนแก่น,9/16/2022,Dog,male,Negative,2022,9
ขอนแก่น,9/16/2022,Dog,male,Negative,2022,9
ขอนแก่น,9/16/2022,Dog,male,Negative,2022,9
ขอนแก่น,9/16/2022,Dog,male,Negative,2022,9
ขอนแก่น,9/16/2022,Dog,male,Negative,2022,9
ขอนแก่น,9/16/2022,Cat,male,Negative,2022,9
ขอนแก่น,9/16/2022,Cat,female,Negative,2022,9
มุกดาหาร,9/14/2022,Cat,male,Negative,2022,9
มุกดาหาร,9/14/2022,Dog,male,Negative,2022,9
มุกดาหาร,9/14/2022,Dog,male,Negative,2022,9
ขอนแก่น,9/6/2022,Dog,male,Negative,2022,9
ขอนแก่น,9/6/2022,Dog,male,Negative,2022,9
สกลนคร,9/1/2022,Cat,male,Negative,2022,9
ขอนแก่น,9/1/2022,Cat,male,Negative,2022,9
ขอนแก่น,9/1/2022,Cat,female,Negative,2022,9
ขอนแก่น,9/1/2022,Cat,male,Negative,2022,9
ขอนแก่น,8/31/2022,Rodent,male,Negative,2022,8
ขอนแก่น,8/31/2022,Rodent,male,Negative,2022,8
นครพนม,8/29/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/24/2022,Cat,male,Negative,2022,8
ขอนแก่น,8/24/2022,Cat,male,Negative,2022,8
ขอนแก่น,8/24/2022,Cat,female,Negative,2022,8
ขอนแก่น,8/24/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/24/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/24/2022,Dog,female,Negative,2022,8
นครพนม,8/23/2022,Dog,female,Negative,2022,8
นครพนม,8/23/2022,Dog,female,Negative,2022,8
นครพนม,8/23/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/19/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/19/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/19/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/19/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/19/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/19/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/19/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/15/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/15/2022,Cat,female,Negative,2022,8
บึงกาฬ,8/10/2022,Cat,male,Negative,2022,8
ขอนแก่น,8/10/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/9/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Cat,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
บึงกาฬ,8/8/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/5/2022,Cat,male,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,female,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,male,Negative,2022,8
ขอนแก่น,8/5/2022,Dog,female,Negative,2022,8
ขอนแก่น,7/27/2022,Dog,male,Negative,2022,7
มุกดาหาร,7/26/2022,Dog,male,Negative,2022,7
หนองบัวลำภู,7/20/2022,Cat,female,Negative,2022,7
หนองบัวลำภู,7/20/2022,Dog,male,Negative,2022,7
หนองบัวลำภู,7/20/2022,Cat,male,Negative,2022,7
สกลนคร,7/20/2022,Dog,male,Negative,2022,7
เลย,7/18/2022,Dog,male,Positive,2022,7
ขอนแก่น,7/11/2022,Dog,female,Negative,2022,7
ขอนแก่น,7/11/2022,Dog,male,Negative,2022,7
ขอนแก่น,7/11/2022,Dog,female,Negative,2022,7
ขอนแก่น,7/11/2022,Dog,male,Negative,2022,7
ขอนแก่น,7/11/2022,Dog,male,Negative,2022,7
ขอนแก่น,7/11/2022,Dog,male,Negative,2022,7
ขอนแก่น,7/11/2022,Dog,male,Negative,2022,7
ขอนแก่น,7/11/2022,Dog,male,Negative,2022,7
ขอนแก่น,7/11/2022,Dog,male,Negative,2022,7
ขอนแก่น,7/11/2022,Dog,female,Negative,2022,7
หนองบัวลำภู,7/6/2022,Cat,male,Negative,2022,7
หนองบัวลำภู,7/6/2022,Cat,female,Negative,2022,7
หนองบัวลำภู,7/6/2022,Cat,male,Negative,2022,7
หนองบัวลำภู,7/6/2022,Cat,male,Negative,2022,7
หนองบัวลำภู,7/6/2022,Cat,male,Negative,2022,7
หนองบัวลำภู,7/6/2022,Cat,male,Negative,2022,7
หนองบัวลำภู,7/6/2022,Cat,male,Negative,2022,7
หนองบัวลำภู,7/6/2022,Cat,male,Negative,2022,7
ขอนแก่น,7/5/2022,Cat,female,Negative,2022,7
ขอนแก่น,7/5/2022,Cat,male,Negative,2022,7
ขอนแก่น,7/5/2022,Cat,female,Negative,2022,7
ขอนแก่น,7/5/2022,Dog,male,Negative,2022,7
ขอนแก่น,7/5/2022,Cat,male,Negative,2022,7
ขอนแก่น,7/5/2022,Dog,female,Negative,2022,7
ขอนแก่น,7/4/2022,Dog,female,Negative,2022,7
ขอนแก่น,7/4/2022,Dog,female,Negative,2022,7
ขอนแก่น,7/4/2022,Dog,male,Negative,2022,7
ขอนแก่น,7/4/2022,Dog,female,Negative,2022,7
นครพนม,6/27/2022,Dog,male,Negative,2022,6
นครพนม,6/27/2022,Dog,male,Negative,2022,6
สกลนคร,6/23/2022,Dog,female,Negative,2022,6
สกลนคร,6/23/2022,Dog,male,Negative,2022,6
สกลนคร,6/23/2022,Dog,male,Negative,2022,6
สกลนคร,6/23/2022,Dog,male,Negative,2022,6
สกลนคร,6/23/2022,Dog,female,Negative,2022,6
สกลนคร,6/23/2022,Dog,female,Negative,2022,6
อุดรธานี,6/22/2022,Dog,male,Negative,2022,6
อุดรธานี,6/22/2022,Dog,female,Negative,2022,6
อุดรธานี,6/22/2022,Dog,female,Negative,2022,6
ขอนแก่น,6/22/2022,Cat,female,Negative,2022,6
ขอนแก่น,6/22/2022,Cat,male,Negative,2022,6
นครพนม,6/22/2022,Dog,female,Negative,2022,6
อุดรธานี,6/20/2022,Dog,female,Negative,2022,6
อุดรธานี,6/20/2022,Dog,female,Negative,2022,6
อุดรธานี,6/20/2022,Dog,male,Negative,2022,6
อุดรธานี,6/20/2022,Dog,female,Negative,2022,6
อุดรธานี,6/20/2022,Dog,female,Negative,2022,6
นครพนม,6/20/2022,Dog,female,Negative,2022,6
นครพนม,6/20/2022,Dog,male,Negative,2022,6
นครพนม,6/20/2022,Dog,female,Negative,2022,6
นครพนม,6/20/2022,Dog,male,Negative,2022,6
นครพนม,6/20/2022,Dog,female,Negative,2022,6
นครพนม,6/20/2022,Dog,male,Negative,2022,6
นครพนม,6/20/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/14/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/14/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/14/2022,Dog,male,Negative,2022,6
นครพนม,6/13/2022,Dog,male,Negative,2022,6
นครพนม,6/13/2022,Dog,male,Negative,2022,6
อุดรธานี,6/10/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/10/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/10/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/10/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/10/2022,Dog,female,Negative,2022,6
ขอนแก่น,6/10/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/10/2022,Dog,male,Negative,2022,6
ร้อยเอ็ด,6/9/2022,Cat,female,Negative,2022,6
ร้อยเอ็ด,6/9/2022,Cat,female,Negative,2022,6
ร้อยเอ็ด,6/9/2022,Cat,male,Negative,2022,6
ร้อยเอ็ด,6/9/2022,Cat,male,Negative,2022,6
ร้อยเอ็ด,6/9/2022,Cat,female,Negative,2022,6
ร้อยเอ็ด,6/9/2022,Cat,male,Negative,2022,6
ร้อยเอ็ด,6/9/2022,Cat,female,Negative,2022,6
ร้อยเอ็ด,6/9/2022,Cat,male,Negative,2022,6
ร้อยเอ็ด,6/9/2022,Dog,female,Negative,2022,6
ร้อยเอ็ด,6/9/2022,Dog,female,Negative,2022,6
ร้อยเอ็ด,6/9/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/8/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/8/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/8/2022,Cat,male,Negative,2022,6
ขอนแก่น,6/8/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/8/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/8/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/8/2022,Dog,male,Negative,2022,6
นครพนม,6/8/2022,Rodent,male,Negative,2022,6
นครพนม,6/8/2022,Dog,male,Negative,2022,6
นครพนม,6/8/2022,Cat,male,Negative,2022,6
อุดรธานี,6/7/2022,Dog,female,Negative,2022,6
อุดรธานี,6/7/2022,Dog,female,Negative,2022,6
อุดรธานี,6/7/2022,Dog,female,Negative,2022,6
อุดรธานี,6/7/2022,Dog,male,Negative,2022,6
อุดรธานี,6/7/2022,Dog,female,Negative,2022,6
อุดรธานี,6/7/2022,Dog,female,Negative,2022,6
ขอนแก่น,6/7/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/7/2022,Dog,female,Negative,2022,6
ขอนแก่น,6/7/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/7/2022,Dog,female,Negative,2022,6
ขอนแก่น,6/7/2022,Dog,female,Negative,2022,6
ขอนแก่น,6/7/2022,Dog,female,Negative,2022,6
ขอนแก่น,6/7/2022,Dog,male,Negative,2022,6
ขอนแก่น,6/7/2022,Dog,male,Negative,2022,6
สกลนคร,6/2/2022,Dog,female,Negative,2022,6
สกลนคร,6/2/2022,แพะ,female,Negative,2022,6
สกลนคร,6/2/2022,Dog,female,Negative,2022,6
สกลนคร,6/2/2022,Dog,male,Negative,2022,6
สกลนคร,6/2/2022,Dog,female,Negative,2022,6
สกลนคร,6/2/2022,Dog,male,Negative,2022,6
สกลนคร,6/2/2022,Dog,female,Negative,2022,6
อุดรธานี,6/1/2022,Dog,female,Negative,2022,6
อุดรธานี,6/1/2022,Dog,male,Negative,2022,6
อุดรธานี,6/1/2022,Dog,female,Negative,2022,6
หนองบัวลำภู,6/1/2022,Cat,male,Negative,2022,6
หนองบัวลำภู,6/1/2022,Cat,female,Negative,2022,6
หนองบัวลำภู,6/1/2022,Dog,female,Negative,2022,6
สกลนคร,6/1/2022,Dog,female,Negative,2022,6
สกลนคร,6/1/2022,Dog,male,Negative,2022,6
กาฬสินธุ์,6/1/2022,Dog,male,not_test,2022,6
กาฬสินธุ์,6/1/2022,Dog,female,not_test,2022,6
นครพนม,6/1/2022,Cat,female,Negative,2022,6
นครพนม,6/1/2022,Rodent,male,Negative,2022,6
นครพนม,6/1/2022,Rodent,male,Negative,2022,6
นครพนม,6/1/2022,Dog,female,Negative,2022,6
นครพนม,6/1/2022,Dog,female,Negative,2022,6
นครพนม,6/1/2022,Dog,male,Negative,2022,6
นครพนม,6/1/2022,Dog,female,Negative,2022,6
นครพนม,6/1/2022,Dog,male,Negative,2022,6
นครพนม,6/1/2022,Dog,female,Negative,2022,6
นครพนม,6/1/2022,Dog,female,Negative,2022,6
นครพนม,6/1/2022,Rodent,female,Negative,2022,6
นครพนม,6/1/2022,Dog,male,Negative,2022,6
ขอนแก่น,5/30/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/30/2022,Dog,female,Negative,2022,5
มุกดาหาร,5/25/2022,Dog,female,Negative,2022,5
มุกดาหาร,5/25/2022,Dog,female,Negative,2022,5
นครพนม,5/24/2022,Dog,male,Negative,2022,5
นครพนม,5/24/2022,Dog,male,Negative,2022,5
นครพนม,5/24/2022,Dog,female,Negative,2022,5
นครพนม,5/24/2022,Rodent,male,Negative,2022,5
สกลนคร,5/23/2022,Dog,male,Negative,2022,5
สกลนคร,5/23/2022,Dog,female,Negative,2022,5
ร้อยเอ็ด,5/20/2022,Cat,female,Negative,2022,5
ร้อยเอ็ด,5/20/2022,Cat,male,Negative,2022,5
ร้อยเอ็ด,5/20/2022,Cat,male,Negative,2022,5
ร้อยเอ็ด,5/20/2022,Dog,female,Negative,2022,5
ร้อยเอ็ด,5/20/2022,Dog,female,Negative,2022,5
ร้อยเอ็ด,5/20/2022,Dog,male,Negative,2022,5
ร้อยเอ็ด,5/20/2022,Dog,male,Negative,2022,5
มุกดาหาร,5/19/2022,Dog,female,Negative,2022,5
มุกดาหาร,5/19/2022,Dog,male,Negative,2022,5
มุกดาหาร,5/19/2022,Dog,female,Negative,2022,5
มุกดาหาร,5/19/2022,Dog,male,Negative,2022,5
มุกดาหาร,5/19/2022,Dog,female,Negative,2022,5
มุกดาหาร,5/19/2022,Dog,female,Negative,2022,5
มุกดาหาร,5/19/2022,Dog,male,Negative,2022,5
มุกดาหาร,5/19/2022,Dog,male,Negative,2022,5
มุกดาหาร,5/19/2022,Dog,male,Negative,2022,5
มุกดาหาร,5/19/2022,Dog,female,Negative,2022,5
สกลนคร,5/18/2022,แพะ,female,Negative,2022,5
สกลนคร,5/17/2022,Dog,male,Negative,2022,5
สกลนคร,5/17/2022,Dog,female,Negative,2022,5
สกลนคร,5/17/2022,Dog,female,Negative,2022,5
สกลนคร,5/17/2022,Pig,male,Negative,2022,5
สกลนคร,5/17/2022,Dog,female,Negative,2022,5
สกลนคร,5/17/2022,Dog,male,Negative,2022,5
สกลนคร,5/17/2022,Dog,male,Negative,2022,5
สกลนคร,5/17/2022,Pig,male,Negative,2022,5
สกลนคร,5/17/2022,Dog,male,Negative,2022,5
สกลนคร,5/17/2022,Dog,female,Negative,2022,5
สกลนคร,5/17/2022,Dog,male,Negative,2022,5
สกลนคร,5/17/2022,Dog,female,Negative,2022,5
สกลนคร,5/17/2022,Dog,male,Negative,2022,5
สกลนคร,5/17/2022,Dog,female,Negative,2022,5
สกลนคร,5/17/2022,Dog,male,Negative,2022,5
สกลนคร,5/17/2022,Pig,female,Negative,2022,5
สกลนคร,5/17/2022,Dog,female,Negative,2022,5
ขอนแก่น,5/12/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/12/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/12/2022,Dog,female,Negative,2022,5
ขอนแก่น,5/12/2022,Cat,male,Negative,2022,5
ขอนแก่น,5/12/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/12/2022,Cat,male,Negative,2022,5
ขอนแก่น,5/12/2022,Cat,male,Negative,2022,5
ขอนแก่น,5/12/2022,Cat,female,Negative,2022,5
ขอนแก่น,5/12/2022,Cat,male,Negative,2022,5
ขอนแก่น,5/12/2022,Dog,male,Negative,2022,5
ร้อยเอ็ด,5/11/2022,Dog,female,Negative,2022,5
ร้อยเอ็ด,5/11/2022,Dog,female,Negative,2022,5
ขอนแก่น,5/11/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/11/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/11/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/11/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/11/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/11/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/11/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/11/2022,Dog,male,Negative,2022,5
ขอนแก่น,5/11/2022,Dog,male,Negative,2022,5
หนองบัวลำภู,5/10/2022,Cat,male,Negative,2022,5
หนองบัวลำภู,5/10/2022,Cat,male,Negative,2022,5
หนองบัวลำภู,5/10/2022,Cat,male,Negative,2022,5
นครพนม,5/10/2022,Dog,male,Negative,2022,5
นครพนม,5/10/2022,Cat,female,Negative,2022,5
นครพนม,5/10/2022,Rodent,male,Negative,2022,5
นครพนม,5/10/2022,Dog,male,Negative,2022,5
มุกดาหาร,5/9/2022,Cat,female,Negative,2022,5
มุกดาหาร,5/6/2022,Dog,female,Negative,2022,5
