id,date,provid,provdis,provsub,type,sex,diag
61787850,3/24/2021,90,9014,901402,cat,female,neg
61787162,3/16/2021,90,9002,900202,cat,female,neg
61787154,3/10/2021,90,9004,900406,cat,male,neg
61785910,1/21/2021,90,9008,900802,cat,female,neg
61790720,9/15/2021,91,9101,910105,cat,female,neg
61790719,9/14/2021,91,9106,910604,cat,male,neg
61790718,9/14/2021,91,9106,910603,cat,female,neg
61789928,8/24/2021,91,9101,910105,cat,female,neg
61789923,8/24/2021,91,9101,910108,cat,male,neg
61789915,8/23/2021,91,9101,910106,cat,female,neg
61789655,8/7/2021,91,9105,910503,cat,male,neg
61789208,7/16/2021,91,9105,910501,cat,male,neg
61788547,6/7/2021,91,9105,910504,cat,female,neg
61788545,6/7/2021,91,9101,910111,cat,female,neg
61788544,6/7/2021,91,9101,910110,cat,female,neg
61788427,5/23/2021,91,9102,910203,cat,female,neg
61787920,4/21/2021,91,9104,910401,cat,male,neg
61787918,4/21/2021,91,9105,910503,cat,female,neg
61787294,3/29/2021,91,9102,910201,cat,male,neg
61787293,3/29/2021,91,9101,910104,cat,female,neg
61787292,3/28/2021,91,9101,910109,cat,male,neg
61787291,3/28/2021,91,9101,910107,cat,female,neg
61787290,3/28/2021,91,9102,910201,cat,female,neg
61787808,3/19/2021,92,9206,920617,cat,male,neg
61787793,3/16/2021,92,9206,920621,cat,male,neg
61786858,2/22/2021,92,9201,920101,cat,male,neg
61785984,1/18/2021,92,9203,920303,cat,female,neg
61785983,1/11/2021,92,9203,920304,cat,male,neg
61791025,9/23/2021,94,9410,941001,cat,male,neg
61791024,9/23/2021,94,9404,940409,cat,male,neg
61791023,9/23/2021,94,9404,940406,cat,male,neg
61791021,9/23/2021,94,9404,940402,cat,female,neg
61790348,8/30/2021,94,9402,940203,cat,female,unknown
61790347,8/30/2021,94,9402,940206,cat,male,unknown
61790346,8/30/2021,94,9402,940213,cat,female,unknown
61790344,8/30/2021,94,9402,940208,cat,female,unknown
61790340,7/30/2021,94,9402,940211,cat,female,unknown
61789468,7/6/2021,94,9409,940907,cat,female,neg
61789466,7/6/2021,94,9409,940906,cat,female,neg
61789464,7/6/2021,94,9409,940903,cat,male,neg
61789463,7/6/2021,94,9409,940902,cat,female,neg
61789461,6/30/2021,94,9409,940901,cat,female,neg
61789459,6/30/2021,94,9409,940917,cat,female,neg
61789458,6/30/2021,94,9409,940918,cat,female,neg
61788455,5/26/2021,94,9410,941004,cat,female,neg
61787108,3/22/2021,94,9403,940312,cat,female,neg
61787107,3/22/2021,94,9403,940311,cat,male,neg
61787106,3/22/2021,94,9403,940310,cat,female,neg
61791297,10/17/2021,95,9506,950609,cat,female,neg
61791296,10/16/2021,95,9506,950611,cat,male,neg
61791295,10/13/2021,95,9501,950116,cat,female,neg
61791294,10/12/2021,95,9501,950102,cat,male,neg
61790935,9/20/2021,95,9506,950604,cat,female,neg
61790934,9/11/2021,95,9506,950610,cat,male,neg
61790932,9/7/2021,95,9504,950404,cat,female,neg
61790919,9/3/2021,95,9501,950106,cat,male,neg
61790063,9/2/2021,95,9501,950104,cat,female,neg
61790062,9/2/2021,95,9506,950612,cat,male,neg
61789709,8/16/2021,95,9506,950602,cat,female,neg
61789708,8/11/2021,95,9506,950601,cat,male,neg
61789706,8/7/2021,95,9501,950112,cat,female,neg
61789705,8/6/2021,95,9501,950115,cat,male,neg
61788967,7/29/2021,95,9505,950501,cat,male,neg
61788966,7/28/2021,95,9504,950403,cat,male,neg
61788981,7/3/2021,95,9505,950506,cat,female,neg
61788968,6/30/2021,95,9505,950503,cat,female,neg
61788965,6/20/2021,95,9508,950803,cat,female,neg
61788964,6/18/2021,95,9501,950110,cat,male,neg
61788409,5/22/2021,95,9505,950502,cat,female,neg
61788408,5/21/2021,95,9505,950507,cat,male,neg
61788407,5/20/2021,95,9508,950801,cat,female,neg
61788406,5/18/2021,95,9501,950111,cat,female,neg
61788405,5/17/2021,95,9501,950114,cat,female,neg
61788404,5/14/2021,95,9501,950109,cat,male,neg
61787792,4/16/2021,95,9501,950116,cat,female,neg
61787791,4/9/2021,95,9504,950402,cat,female,neg
61787790,4/8/2021,95,9504,950403,cat,female,neg
61787789,4/6/2021,95,9504,950401,cat,male,neg
61787193,3/23/2021,95,9501,950102,cat,male,neg
61786995,3/19/2021,95,9503,950301,cat,male,neg
61786951,3/13/2021,95,9508,950804,cat,male,neg
61785918,1/22/2021,95,9508,950801,cat,female,neg
61785917,1/22/2021,95,9506,950605,cat,female,neg
61785874,1/20/2021,95,9503,950305,cat,male,neg
61785873,1/19/2021,95,9506,950611,cat,male,neg
61785872,1/18/2021,95,9506,950601,cat,male,neg
61785871,1/17/2021,95,9503,950303,cat,male,neg
61785870,1/16/2021,95,9503,950306,cat,male,neg
61785869,1/15/2021,95,9503,950301,cat,female,neg
61785868,1/4/2021,95,9505,950501,cat,male,neg
61790853,9/7/2021,96,9607,960704,cat,female,neg
61790852,9/6/2021,96,9613,961303,cat,female,neg
61790183,8/27/2021,96,9606,960605,cat,female,neg
61790181,8/27/2021,96,9606,960601,cat,female,neg
61790180,8/27/2021,96,9606,960608,cat,male,neg
61790175,8/27/2021,96,9610,961004,cat,female,neg
61790146,8/27/2021,96,9611,961105,cat,female,unknown
61790140,8/27/2021,96,9611,961104,cat,female,neg
61790134,8/27/2021,96,9603,960303,cat,female,neg
61790133,8/27/2021,96,9610,961003,cat,female,neg
61790179,8/26/2021,96,9606,960603,cat,female,neg
61790176,8/26/2021,96,9606,960602,cat,male,neg
61790178,8/25/2021,96,9606,960606,cat,female,neg
61789981,8/19/2021,96,9604,960406,cat,male,neg
61789980,8/19/2021,96,9604,960403,cat,female,neg
61789979,8/19/2021,96,9604,960404,cat,female,neg
61789978,8/19/2021,96,9604,960401,cat,male,neg
61789976,8/19/2021,96,9609,960901,cat,male,neg
61789982,8/18/2021,96,9607,960703,cat,female,neg
61789977,8/18/2021,96,9603,960303,cat,male,neg
61789160,6/21/2021,96,9602,960205,cat,male,neg
61789159,6/18/2021,96,9602,960201,cat,female,neg
61789158,6/18/2021,96,9609,960903,cat,female,neg
61789155,6/18/2021,96,9606,960607,cat,male,neg
61789152,6/18/2021,96,9606,960601,cat,female,neg
61789148,6/18/2021,96,9613,961302,cat,female,neg
61789127,6/18/2021,96,9611,961103,cat,female,neg
61789124,6/18/2021,96,9601,960107,cat,female,neg
61789122,6/18/2021,96,9608,960803,cat,male,neg
61789117,6/18/2021,96,9611,961106,cat,male,neg
61789112,6/18/2021,96,9609,960905,cat,female,neg
61789116,6/17/2021,96,9609,960904,cat,female,neg
61788240,5/10/2021,96,9609,960905,cat,female,neg
61788239,5/3/2021,96,9608,960801,cat,male,neg
61788238,5/3/2021,96,9608,960801,cat,female,neg
61788160,4/19/2021,96,9603,960303,cat,male,neg
61788162,4/5/2021,96,9608,960804,cat,female,neg
61788190,4/2/2021,96,9602,960207,cat,female,neg
61788200,4/1/2021,96,9610,961002,cat,male,neg
61788192,4/1/2021,96,9608,960805,cat,male,neg
61788188,4/1/2021,96,9607,960703,cat,female,neg
61788186,4/1/2021,96,9607,960701,cat,female,neg
61788187,3/31/2021,96,9601,960103,cat,male,neg
61788197,3/30/2021,96,9608,960806,cat,female,neg
61788040,3/16/2021,96,9601,960102,cat,female,neg
61788039,3/16/2021,96,9601,960106,cat,male,neg
61788033,3/16/2021,96,9606,960609,cat,male,neg
61788036,3/15/2021,96,9601,960105,cat,female,neg
61790148,3/12/2021,96,9601,960104,cat,female,neg
61788021,3/10/2021,96,9605,960510,cat,male,neg
61788020,3/10/2021,96,9605,960507,cat,male,neg
61788018,3/10/2021,96,9604,960402,cat,female,neg
61788017,3/10/2021,96,9604,960401,cat,male,neg
61788015,3/10/2021,96,9605,960501,cat,male,neg
61788014,3/10/2021,96,9605,960502,cat,female,neg
61788013,3/10/2021,96,9605,960506,cat,male,neg
61788022,3/9/2021,96,9602,960204,cat,female,neg
61788016,3/8/2021,96,9612,961202,cat,male,neg
61788011,1/6/2021,96,9602,960206,cat,female,neg
61788010,1/6/2021,96,9605,960509,cat,female,neg
61788009,1/6/2021,96,9605,960508,cat,male,neg
61788008,1/6/2021,96,9605,960510,cat,male,neg
61788007,1/6/2021,96,9612,961201,cat,female,neg
61788012,1/4/2021,96,9612,961204,cat,female,neg
61790627,9/8/2021,10,1019,101902,dog,male,unknown
61789472,8/2/2021,10,1030,103001,dog,female,neg
61789469,7/26/2021,10,1015,101503,dog,male,neg
61789462,6/21/2021,10,1026,102601,dog,male,neg
61789460,6/17/2021,10,1034,103401,dog,male,neg
61789454,5/22/2021,10,1045,104501,dog,male,neg
61789452,5/21/2021,10,1001,100102,dog,male,neg
61789446,5/19/2021,10,1026,102601,dog,male,neg
61789434,4/3/2021,10,1021,102105,dog,female,neg
61789416,2/20/2021,10,1036,103602,dog,female,neg
61789402,1/30/2021,10,1022,102201,dog,male,neg
61791898,12/20/2021,11,1101,110112,dog,female,neg
61791703,11/24/2021,11,1101,110102,dog,female,neg
61789247,7/20/2021,11,1106,110601,dog,male,posit
61788042,4/29/2021,11,1106,110603,dog,male,posit
61789420,3/19/2021,11,1105,110505,dog,female,neg
61786787,3/2/2021,11,1102,110205,dog,male,posit
61786266,2/3/2021,11,1102,110201,dog,male,posit
61791696,11/23/2021,12,1205,120503,dog,female,posit
61791402,6/17/2021,12,1201,120110,dog,male,neg
61791397,5/25/2021,12,1204,120405,dog,female,neg
61791395,4/22/2021,12,1204,120406,dog,male,neg
61787756,3/31/2021,12,1203,120302,dog,male,neg
61787289,3/29/2021,12,1202,120206,dog,male,posit
61789414,2/17/2021,12,1206,120604,dog,male,neg
61787760,2/11/2021,12,1205,120505,dog,female,neg
61789393,1/4/2021,12,1201,120105,dog,male,neg
61790258,8/23/2021,13,1307,130706,dog,male,neg
61790513,8/11/2021,13,1304,130403,dog,male,neg
61790512,8/11/2021,13,1306,130605,dog,female,neg
61790511,8/11/2021,13,1306,130604,dog,female,neg
61789906,8/11/2021,13,1306,130603,dog,male,neg
61789905,8/11/2021,13,1306,130606,dog,male,neg
61789904,8/11/2021,13,1305,130501,dog,male,neg
61789903,8/11/2021,13,1305,130503,dog,male,neg
61789902,8/11/2021,13,1305,130507,dog,male,neg
61789900,8/11/2021,13,1304,130403,dog,male,neg
61789899,8/11/2021,13,1306,130605,dog,male,neg
61789898,8/11/2021,13,1306,130604,dog,male,neg
61790510,8/9/2021,13,1304,130404,dog,female,neg
61790509,8/9/2021,13,1304,130407,dog,female,neg
61790508,8/9/2021,13,1304,130406,dog,female,neg
61790507,8/9/2021,13,1302,130206,dog,female,neg
61790506,8/9/2021,13,1302,130205,dog,female,neg
61790505,8/9/2021,13,1302,130204,dog,female,neg
61790504,8/9/2021,13,1302,130203,dog,female,neg
61790503,8/9/2021,13,1307,130708,dog,male,neg
61790502,8/9/2021,13,1307,130709,dog,male,neg
61789333,7/15/2021,13,1306,130604,dog,male,neg
61785969,1/25/2021,13,1307,130706,dog,male,posit
61791698,11/25/2021,14,1402,140203,dog,female,neg
61791697,11/25/2021,14,1402,140208,dog,female,neg
61791646,11/11/2021,14,1408,140806,dog,male,neg
61791645,11/11/2021,14,1408,140801,dog,male,neg
61791644,11/11/2021,14,1408,140813,dog,male,neg
61791643,11/11/2021,14,1415,141509,dog,male,neg
61791642,11/11/2021,14,1415,141510,dog,male,neg
61791641,11/11/2021,14,1415,141505,dog,male,neg
61791640,11/11/2021,14,1415,141506,dog,male,neg
61791639,11/11/2021,14,1415,141503,dog,male,neg
61791638,11/11/2021,14,1405,140508,dog,male,neg
61791637,11/11/2021,14,1405,140509,dog,male,neg
61791636,11/11/2021,14,1405,140506,dog,male,neg
61791635,11/11/2021,14,1405,140507,dog,male,neg
61791323,10/19/2021,14,1402,140206,dog,male,neg
61791322,10/19/2021,14,1402,140207,dog,male,neg
61791321,10/19/2021,14,1402,140205,dog,male,neg
61791320,10/19/2021,14,1402,140203,dog,male,neg
61791319,10/19/2021,14,1402,140201,dog,male,neg
61789316,6/30/2021,14,1401,140114,dog,female,neg
61789017,6/21/2021,14,1401,140115,dog,male,neg
61789015,6/21/2021,14,1401,140119,dog,male,neg
61789013,6/21/2021,14,1401,140109,dog,male,neg
61789012,6/20/2021,14,1401,140112,dog,male,neg
61789011,6/20/2021,14,1401,140110,dog,male,neg
61789010,6/20/2021,14,1401,140111,dog,male,neg
61788718,6/15/2021,14,1407,140708,dog,male,neg
61788689,6/14/2021,14,1411,141101,dog,female,neg
61788523,6/4/2021,14,1403,140303,dog,female,posit
61789308,6/3/2021,14,1404,140401,dog,male,neg
61789307,6/3/2021,14,1409,140907,dog,female,neg
61789305,6/3/2021,14,1403,140303,dog,female,neg
61789304,6/3/2021,14,1403,140310,dog,female,neg
61789303,6/3/2021,14,1403,140308,dog,female,neg
61789302,6/3/2021,14,1403,140304,dog,female,neg
61789301,6/3/2021,14,1403,140309,dog,female,neg
61789313,4/22/2021,14,1403,140301,dog,female,neg
61789312,4/22/2021,14,1403,140302,dog,female,neg
61789309,4/22/2021,14,1411,141107,dog,male,neg
61787828,4/1/2021,14,1411,141108,dog,female,neg
61787833,3/25/2021,14,1410,141004,dog,female,neg
61787832,3/25/2021,14,1410,141007,dog,female,neg
61787831,3/25/2021,14,1410,141001,dog,female,neg
61787830,3/25/2021,14,1410,141001,dog,female,neg
61787829,3/25/2021,14,1410,141006,dog,female,neg
61787826,3/25/2021,14,1410,141003,dog,male,neg
61787825,3/25/2021,14,1410,141002,dog,female,neg
61787824,3/25/2021,14,1410,141005,dog,male,neg
61787823,3/25/2021,14,1409,140904,dog,female,neg
61787822,3/25/2021,14,1409,140908,dog,male,neg
61787827,3/23/2021,14,1406,140601,dog,male,neg
61785757,1/7/2021,14,1401,140120,dog,male,neg
61785756,1/7/2021,14,1401,140107,dog,male,neg
61785755,1/7/2021,14,1401,140106,dog,male,neg
61785754,1/7/2021,14,1401,140106,dog,male,neg
61785749,1/7/2021,14,1406,140604,dog,male,neg
61785746,1/7/2021,14,1406,140617,dog,male,neg
61785745,1/7/2021,14,1406,140605,dog,male,neg
61785744,1/7/2021,14,1406,140602,dog,male,neg
61785743,1/7/2021,14,1406,140601,dog,male,neg
61785742,1/7/2021,14,1406,140616,dog,male,neg
61785741,1/7/2021,14,1406,140601,dog,male,neg
61785740,1/7/2021,14,1406,140602,dog,male,neg
61785739,1/7/2021,14,1406,140606,dog,male,neg
61785738,1/7/2021,14,1406,140613,dog,male,neg
61791232,9/6/2021,15,1504,150414,dog,male,neg
61791231,9/6/2021,15,1504,150405,dog,male,neg
61791157,6/28/2021,15,1504,150405,dog,male,neg
61788661,4/26/2021,15,1504,150401,dog,male,neg
61788662,4/19/2021,15,1504,150409,dog,male,neg
61788663,3/29/2021,15,1506,150605,dog,male,neg
61786654,2/1/2021,15,1501,150103,dog,female,neg
61786653,2/1/2021,15,1501,150101,dog,male,neg
61786652,2/1/2021,15,1501,150114,dog,male,neg
61786644,1/18/2021,15,1503,150304,dog,female,neg
61791160,9/27/2021,16,1605,160503,dog,male,unknown
61791158,9/27/2021,16,1605,160505,dog,male,unknown
61791154,9/27/2021,16,1611,161103,dog,male,unknown
61791152,9/27/2021,16,1611,161104,dog,female,unknown
61791150,9/27/2021,16,1611,161105,dog,female,unknown
61791137,9/27/2021,16,1605,160507,dog,female,unknown
61791134,9/27/2021,16,1605,160504,dog,female,unknown
61791132,9/27/2021,16,1605,160511,dog,male,unknown
61791130,9/27/2021,16,1605,160510,dog,male,unknown
61790820,9/16/2021,16,1601,160121,dog,female,unknown
61790787,9/9/2021,16,1609,160901,dog,female,unknown
61790785,9/9/2021,16,1609,160904,dog,female,unknown
61790782,9/9/2021,16,1609,160902,dog,female,unknown
61790780,9/9/2021,16,1609,160903,dog,male,unknown
61790779,9/9/2021,16,1609,160905,dog,female,unknown
61790666,9/2/2021,16,1605,160508,dog,female,unknown
61791174,8/30/2021,16,1605,160509,dog,male,unknown
61791182,8/26/2021,16,1603,160318,dog,male,unknown
61791179,8/26/2021,16,1603,160320,dog,male,unknown
61791177,8/26/2021,16,1603,160303,dog,male,unknown
61791170,8/19/2021,16,1608,160802,dog,female,unknown
61791169,8/19/2021,16,1601,160113,dog,male,unknown
61791168,8/19/2021,16,1607,160706,dog,male,unknown
61791167,8/19/2021,16,1607,160704,dog,male,unknown
61791166,8/19/2021,16,1607,160703,dog,male,unknown
61791165,8/19/2021,16,1607,160701,dog,male,unknown
61791164,8/19/2021,16,1607,160701,dog,male,unknown
61791163,8/19/2021,16,1607,160702,dog,male,unknown
61790805,8/16/2021,16,1601,160112,dog,male,unknown
61787993,4/19/2021,16,1601,160117,dog,male,neg
61787992,4/19/2021,16,1601,160111,dog,male,neg
61787991,4/19/2021,16,1601,160104,dog,female,neg
61787990,4/19/2021,16,1601,160101,dog,male,neg
61787989,4/19/2021,16,1601,160120,dog,male,neg
61787988,4/19/2021,16,1601,160114,dog,male,neg
61787987,4/19/2021,16,1601,160122,dog,male,neg
61787984,3/29/2021,16,1604,160419,dog,male,neg
61787982,3/29/2021,16,1604,160409,dog,male,neg
61787979,3/29/2021,16,1604,160402,dog,male,neg
61787974,3/29/2021,16,1601,160106,dog,male,neg
61787973,3/29/2021,16,1601,160105,dog,female,neg
61787972,3/29/2021,16,1601,160115,dog,male,neg
61787971,3/29/2021,16,1601,160109,dog,male,neg
61786048,1/28/2021,16,1610,161004,dog,female,neg
61786047,1/14/2021,16,1610,161005,dog,female,neg
61786046,1/7/2021,16,1604,160417,dog,female,neg
61786045,1/7/2021,16,1604,160412,dog,female,neg
61786043,1/7/2021,16,1604,160406,dog,male,neg
61786041,1/7/2021,16,1604,160401,dog,female,neg
61786040,1/7/2021,16,1604,160403,dog,female,neg
61786039,1/7/2021,16,1604,160401,dog,male,neg
61791875,11/24/2021,17,1702,170202,dog,male,neg
61791873,11/24/2021,17,1702,170205,dog,female,neg
61791872,11/24/2021,17,1701,170106,dog,male,neg
61791870,11/24/2021,17,1704,170402,dog,female,neg
61791865,11/24/2021,17,1706,170603,dog,male,neg
61791864,11/24/2021,17,1705,170501,dog,female,neg
61791863,11/24/2021,17,1705,170503,dog,female,neg
61791862,11/24/2021,17,1705,170502,dog,male,neg
61791861,11/24/2021,17,1703,170304,dog,female,neg
61790441,7/6/2021,17,1706,170602,dog,male,neg
61790440,7/6/2021,17,1706,170606,dog,female,neg
61790431,4/22/2021,17,1701,170104,dog,male,neg
61790429,4/22/2021,17,1701,170105,dog,male,neg
61790428,4/22/2021,17,1701,170101,dog,female,neg
61790422,4/22/2021,17,1704,170402,dog,male,neg
61790421,4/22/2021,17,1704,170403,dog,female,neg
61790419,4/22/2021,17,1702,170208,dog,female,neg
61790418,4/22/2021,17,1702,170207,dog,male,neg
61786940,2/8/2021,17,1703,170306,dog,male,neg
61786925,2/8/2021,17,1706,170601,dog,female,neg
61786922,2/8/2021,17,1704,170407,dog,male,neg
61786946,1/19/2021,17,1703,170301,dog,male,neg
61786920,1/19/2021,17,1702,170201,dog,male,neg
61786919,1/19/2021,17,1702,170202,dog,male,neg
61786918,1/19/2021,17,1702,170206,dog,male,neg
61786917,1/19/2021,17,1702,170205,dog,female,neg
61790770,9/9/2021,18,1806,180607,dog,male,neg
61790466,8/25/2021,18,1801,180103,dog,female,neg
61790463,8/18/2021,18,1801,180104,dog,male,neg
61790217,8/18/2021,18,1804,180404,dog,male,neg
61790214,8/18/2021,18,1804,180404,dog,female,neg
61790228,5/18/2021,18,1805,180502,dog,male,neg
61790227,5/18/2021,18,1805,180508,dog,male,neg
61790225,5/18/2021,18,1805,180503,dog,male,neg
61790224,5/18/2021,18,1805,180505,dog,male,neg
61790223,5/18/2021,18,1805,180507,dog,male,neg
61790222,5/18/2021,18,1805,180506,dog,male,neg
61790221,5/18/2021,18,1805,180501,dog,male,neg
61790220,5/18/2021,18,1805,180501,dog,male,neg
61790210,5/18/2021,18,1803,180302,dog,male,neg
61790209,5/18/2021,18,1803,180311,dog,male,neg
61790206,5/18/2021,18,1803,180307,dog,male,neg
61790192,5/18/2021,18,1801,180106,dog,male,neg
61790191,5/18/2021,18,1801,180108,dog,male,neg
61790171,5/18/2021,18,1801,180107,dog,male,neg
61790204,4/21/2021,18,1802,180207,dog,male,neg
61790202,4/21/2021,18,1802,180202,dog,male,neg
61790201,4/21/2021,18,1802,180206,dog,male,neg
61790231,1/13/2021,18,1806,180606,dog,male,neg
61790230,1/13/2021,18,1806,180611,dog,male,neg
61790229,1/13/2021,18,1806,180601,dog,female,neg
61791860,12/21/2021,19,1905,190507,dog,female,neg
61791254,9/21/2021,19,1906,190601,dog,male,neg
61791253,9/21/2021,19,1906,190601,dog,male,neg
61791252,9/21/2021,19,1906,190607,dog,male,neg
61791251,9/21/2021,19,1906,190603,dog,male,neg
61791250,9/21/2021,19,1906,190604,dog,male,neg
61791249,9/21/2021,19,1906,190609,dog,male,neg
61790737,9/14/2021,19,1902,190203,dog,male,neg
61790488,8/31/2021,19,1913,191304,dog,male,neg
61790487,8/31/2021,19,1913,191306,dog,male,neg
61790486,8/31/2021,19,1907,190701,dog,male,neg
61790485,8/31/2021,19,1907,190704,dog,male,neg
61790484,8/31/2021,19,1908,190803,dog,male,neg
61790483,8/31/2021,19,1908,190801,dog,male,neg
61790482,8/31/2021,19,1908,190802,dog,male,neg
61790481,8/31/2021,19,1908,190801,dog,male,neg
61790106,8/26/2021,19,1904,190401,dog,male,neg
61790105,8/26/2021,19,1904,190405,dog,male,neg
61790104,8/26/2021,19,1904,190402,dog,male,neg
61790103,8/26/2021,19,1904,190406,dog,male,neg
61790102,8/26/2021,19,1904,190403,dog,male,neg
61790101,8/26/2021,19,1904,190405,dog,male,neg
61788537,5/27/2021,19,1901,190114,dog,male,neg
61788536,5/27/2021,19,1901,190112,dog,male,neg
61788535,5/27/2021,19,1901,190110,dog,male,neg
61790605,5/11/2021,19,1905,190503,dog,male,neg
61787594,3/10/2021,19,1913,191305,dog,male,neg
61787589,3/10/2021,19,1913,191301,dog,male,neg
61787588,3/10/2021,19,1913,191306,dog,male,neg
61787526,3/5/2021,19,1913,191304,dog,male,neg
61787530,2/3/2021,19,1913,191302,dog,male,neg
61787529,2/3/2021,19,1913,191306,dog,female,neg
61786168,2/3/2021,19,1901,190101,dog,male,neg
61786166,2/3/2021,19,1913,191306,dog,male,neg
61791947,12/30/2021,20,2009,200901,dog,female,neg
61791901,12/27/2021,20,2009,200903,dog,male,posit
61791880,12/25/2021,20,2004,200402,dog,male,posit
61791879,12/24/2021,20,2004,200402,dog,female,posit
61791867,12/20/2021,20,2001,200104,dog,male,neg
61791866,12/15/2021,20,2002,200202,dog,male,neg
61791761,12/13/2021,20,2004,200402,dog,female,posit
61791747,12/13/2021,20,2004,200402,dog,male,posit
61791746,12/13/2021,20,2004,200402,dog,male,posit
61791700,11/26/2021,20,2004,200402,dog,male,posit
61791690,11/22/2021,20,2004,200404,dog,male,posit
61791680,11/18/2021,20,2007,200707,dog,female,posit
61791699,11/17/2021,20,2009,200902,dog,male,neg
61791431,11/4/2021,20,2004,200402,dog,female,neg
61791404,11/4/2021,20,2004,200408,dog,female,posit
61791366,11/3/2021,20,2004,200402,dog,female,posit
61791348,11/2/2021,20,2007,200707,dog,male,posit
61791328,10/29/2021,20,2004,200406,dog,female,posit
61791327,10/28/2021,20,2004,200406,dog,male,posit
61791326,10/27/2021,20,2005,200503,dog,male,posit
61791325,10/26/2021,20,2005,200503,dog,female,posit
61791324,10/26/2021,20,2004,200402,dog,female,posit
61791293,10/17/2021,20,2004,200402,dog,male,posit
61791281,10/6/2021,20,2009,200903,dog,male,posit
61791259,10/4/2021,20,2009,200903,dog,female,posit
61791258,10/4/2021,20,2004,200402,dog,female,posit
61791145,9/25/2021,20,2001,200108,dog,female,neg
61790975,9/23/2021,20,2004,200401,dog,male,posit
61790969,9/22/2021,20,2004,200408,dog,female,posit
61790604,9/13/2021,20,2004,200407,dog,female,posit
61789850,8/23/2021,20,2007,200707,dog,male,posit
61789751,8/18/2021,20,2009,200903,dog,male,posit
61789704,8/16/2021,20,2007,200707,dog,female,posit
61789703,8/11/2021,20,2004,200401,dog,female,neg
61789647,8/11/2021,20,2004,200403,dog,male,posit
61789564,8/9/2021,20,2007,200707,dog,female,posit
61789512,8/6/2021,20,2004,200402,dog,female,posit
61789427,8/4/2021,20,2004,200402,dog,male,posit
61789423,8/2/2021,20,2001,200109,dog,male,neg
61789193,7/19/2021,20,2004,200402,dog,male,posit
61789426,7/10/2021,20,2004,200408,dog,female,posit
61789042,7/8/2021,20,2004,200402,dog,female,posit
61788974,7/1/2021,20,2004,200403,dog,female,posit
61788937,6/23/2021,20,2010,201001,dog,male,neg
61788900,6/23/2021,20,2004,200402,dog,female,posit
61788800,6/21/2021,20,2004,200407,dog,male,posit
61788780,6/18/2021,20,2009,200903,dog,male,posit
61788779,6/18/2021,20,2009,200902,dog,male,posit
61788735,6/15/2021,20,2009,200904,dog,female,posit
61788762,6/12/2021,20,2007,200703,dog,male,neg
61788500,6/1/2021,20,2007,200708,dog,female,posit
61788402,5/24/2021,20,2004,200407,dog,male,posit
61788542,5/21/2021,20,2009,200902,dog,male,neg
61788362,5/19/2021,20,2004,200402,dog,male,posit
61788250,5/17/2021,20,2004,200406,dog,female,posit
61788067,5/6/2021,20,2004,200406,dog,male,posit
61788066,5/6/2021,20,2006,200610,dog,male,posit
61787925,4/22/2021,20,2006,200604,dog,male,posit
61787890,4/17/2021,20,2009,200902,dog,female,posit
61787891,4/16/2021,20,2004,200404,dog,male,posit
61787889,4/15/2021,20,2004,200404,dog,male,posit
61787599,4/2/2021,20,2004,200408,dog,female,posit
61787600,4/1/2021,20,2003,200303,dog,female,posit
61787870,3/31/2021,20,2004,200402,dog,female,neg
61787869,3/31/2021,20,2004,200402,dog,male,neg
61787453,3/29/2021,20,2001,200110,dog,male,posit
61787248,3/24/2021,20,2009,200902,dog,female,posit
61787109,3/18/2021,20,2007,200703,dog,male,posit
61786912,3/15/2021,20,2004,200402,dog,female,posit
61786657,2/27/2021,20,2004,200406,dog,male,neg
61786563,2/25/2021,20,2011,201101,dog,female,posit
61786377,2/17/2021,20,2004,200402,dog,female,posit
61786275,2/12/2021,20,2004,200402,dog,male,posit
61786205,2/8/2021,20,2004,200404,dog,male,posit
61786217,2/2/2021,20,2006,200606,dog,male,neg
61786214,2/2/2021,20,2004,200402,dog,male,neg
61786564,2/1/2021,20,2005,200504,dog,male,neg
61786044,2/1/2021,20,2009,200902,dog,female,posit
61786042,2/1/2021,20,2005,200505,dog,female,posit
61786022,1/22/2021,20,2004,200406,dog,male,posit
61785867,1/19/2021,20,2004,200402,dog,female,posit
61785866,1/19/2021,20,2007,200703,dog,male,posit
61785865,1/19/2021,20,2007,200707,dog,female,posit
61785780,1/8/2021,20,2004,200402,dog,male,neg
61785778,1/8/2021,20,2001,200109,dog,male,neg
61785779,1/7/2021,20,2002,200202,dog,female,neg
61785659,1/5/2021,20,2004,200406,dog,male,posit
61791679,11/17/2021,21,2101,210103,dog,male,posit
61790968,8/6/2021,21,2107,210701,dog,female,posit
61790966,8/6/2021,21,2101,210109,dog,male,posit
61790965,6/18/2021,21,2101,210111,dog,male,posit
61789892,6/16/2021,21,2102,210202,dog,female,posit
61789891,6/15/2021,21,2101,210102,dog,female,posit
61788474,5/14/2021,21,2101,210109,dog,female,posit
61788475,4/28/2021,21,2106,210602,dog,male,posit
61788447,4/20/2021,21,2101,210103,dog,male,posit
61788473,4/19/2021,21,2101,210107,dog,male,posit
61787471,3/26/2021,21,2103,210307,dog,male,posit
61787470,3/15/2021,21,2103,210310,dog,male,posit
61787469,3/15/2021,21,2101,210103,dog,female,posit
61787314,3/15/2021,21,2106,210606,dog,female,neg
